Phase Plane Analysis of Quantized Congestion Notification for Data Center Ethernet.,https://doi.org/10.1109/TNET.2013.2292851,2015,A,Transactions on Networking (TON)
Connectivity-Based Segmentation in Large-Scale 2-D/3-D Sensor Networks: Algorithm and Applications.,https://doi.org/10.1109/TNET.2013.2289912,2015,A,Transactions on Networking (TON)
Analysis of Application-Layer Filtering Policies With Application to HTTP.,https://doi.org/10.1109/TNET.2013.2293625,2015,A,Transactions on Networking (TON)
Modeling Complex Packet Filters With Finite State Automata.,https://doi.org/10.1109/TNET.2013.2290739,2015,A,Transactions on Networking (TON)
Wireless Network Intrinsic Secrecy.,https://doi.org/10.1109/TNET.2013.2297339,2015,A,Transactions on Networking (TON)
A Hierarchical Account-Aided Reputation Management System for MANETs.,https://doi.org/10.1109/TNET.2013.2290731,2015,A,Transactions on Networking (TON)
Evolution of the Internet Economic Ecosystem.,https://doi.org/10.1109/TNET.2013.2291852,2015,A,Transactions on Networking (TON)
Scheduling in Networks With Time-Varying Channels and Reconfiguration Delay.,https://doi.org/10.1109/TNET.2013.2292604,2015,A,Transactions on Networking (TON)
Joint Scheduling and Fast Cell Selection in OFDMA Wireless Networks.,https://doi.org/10.1109/TNET.2013.2291295,2015,A,Transactions on Networking (TON)
Throughput of Rateless Codes Over Broadcast Erasure Channels.,https://doi.org/10.1109/TNET.2013.2295608,2015,A,Transactions on Networking (TON)
Optimizing Data Plane Resources for Multipath Flows.,https://doi.org/10.1109/TNET.2013.2292895,2015,A,Transactions on Networking (TON)
Fair Virtualization of 802.11 Networks.,https://doi.org/10.1109/TNET.2013.2293501,2015,A,Transactions on Networking (TON)
Efficient and Truthful Bandwidth Allocation in Wireless Mesh Community Networks.,https://doi.org/10.1109/TNET.2013.2296401,2015,A,Transactions on Networking (TON)
Utility Fair Optimization of Antenna Tilt Angles in LTE Networks.,https://doi.org/10.1109/TNET.2013.2294965,2015,A,Transactions on Networking (TON)
"On the Delay Performance in a Large-Scale Wireless Sensor Network: Measurement, Analysis, and Implications.",https://doi.org/10.1109/TNET.2013.2296331,2015,A,Transactions on Networking (TON)
Network Mapping by Replaying Hyperbolic Growth.,https://doi.org/10.1109/TNET.2013.2294052,2015,A,Transactions on Networking (TON)
DTN-FLOW: Inter-Landmark Data Flow for High-Throughput Routing in DTNs.,https://doi.org/10.1109/TNET.2013.2296751,2015,A,Transactions on Networking (TON)
